0.000000 	 1.000000 
0.001000 	 1.001000 
0.002000 	 1.002001 
0.003000 	 1.003003 
0.004000 	 1.004006 
0.005000 	 1.005010 
0.006000 	 1.006015 
0.007000 	 1.007021 
0.008000 	 1.008028 
0.009000 	 1.009036 
0.010000 	 1.010045 
0.011000 	 1.011055 
0.012000 	 1.012066 
0.013000 	 1.013078 
0.014000 	 1.014091 
0.015000 	 1.015105 
0.016000 	 1.016121 
0.017000 	 1.017137 
0.018000 	 1.018154 
0.019000 	 1.019172 
0.020000 	 1.020191 
0.021000 	 1.021211 
0.022000 	 1.022233 
0.023000 	 1.023255 
0.024000 	 1.024278 
0.025000 	 1.025302 
0.026000 	 1.026328 
0.027000 	 1.027354 
0.028000 	 1.028381 
0.029000 	 1.029410 
0.030000 	 1.030439 
0.031000 	 1.031470 
0.032000 	 1.032501 
0.033000 	 1.033533 
0.034000 	 1.034567 
0.035000 	 1.035602 
0.036000 	 1.036637 
0.037000 	 1.037674 
0.038000 	 1.038712 
0.039000 	 1.039750 
0.040000 	 1.040790 
0.041000 	 1.041831 
0.042000 	 1.042873 
0.043000 	 1.043915 
0.044000 	 1.044959 
0.045000 	 1.046004 
0.046000 	 1.047050 
0.047000 	 1.048097 
0.048000 	 1.049145 
0.049000 	 1.050195 
0.050000 	 1.051245 
0.051000 	 1.052296 
0.052000 	 1.053348 
0.053000 	 1.054402 
0.054000 	 1.055456 
0.055000 	 1.056512 
0.056000 	 1.057568 
0.057000 	 1.058626 
0.058000 	 1.059684 
0.059000 	 1.060744 
0.060000 	 1.061805 
0.061000 	 1.062867 
0.062000 	 1.063929 
0.063000 	 1.064993 
0.064000 	 1.066058 
0.065000 	 1.067124 
0.066000 	 1.068191 
0.067000 	 1.069260 
0.068000 	 1.070329 
0.069000 	 1.071399 
0.070000 	 1.072471 
0.071000 	 1.073543 
0.072000 	 1.074617 
0.073000 	 1.075691 
0.074000 	 1.076767 
0.075000 	 1.077844 
0.076000 	 1.078922 
0.077000 	 1.080001 
0.078000 	 1.081081 
0.079000 	 1.082162 
0.080000 	 1.083244 
0.081000 	 1.084327 
0.082000 	 1.085411 
0.083000 	 1.086497 
0.084000 	 1.087583 
0.085000 	 1.088671 
0.086000 	 1.089759 
0.087000 	 1.090849 
0.088000 	 1.091940 
0.089000 	 1.093032 
0.090000 	 1.094125 
0.091000 	 1.095219 
0.092000 	 1.096314 
0.093000 	 1.097411 
0.094000 	 1.098508 
0.095000 	 1.099607 
0.096000 	 1.100706 
0.097000 	 1.101807 
0.098000 	 1.102909 
0.099000 	 1.104012 
0.100000 	 1.105116 
0.101000 	 1.106221 
0.102000 	 1.107327 
0.103000 	 1.108434 
0.104000 	 1.109543 
0.105000 	 1.110652 
0.106000 	 1.111763 
0.107000 	 1.112875 
0.108000 	 1.113988 
0.109000 	 1.115102 
0.110000 	 1.116217 
0.111000 	 1.117333 
0.112000 	 1.118450 
0.113000 	 1.119569 
0.114000 	 1.120688 
0.115000 	 1.121809 
0.116000 	 1.122931 
0.117000 	 1.124054 
0.118000 	 1.125178 
0.119000 	 1.126303 
0.120000 	 1.127429 
0.121000 	 1.128557 
0.122000 	 1.129685 
0.123000 	 1.130815 
0.124000 	 1.131946 
0.125000 	 1.133078 
0.126000 	 1.134211 
0.127000 	 1.135345 
0.128000 	 1.136480 
0.129000 	 1.137617 
0.130000 	 1.138754 
0.131000 	 1.139893 
0.132000 	 1.141033 
0.133000 	 1.142174 
0.134000 	 1.143316 
0.135000 	 1.144460 
0.136000 	 1.145604 
0.137000 	 1.146750 
0.138000 	 1.147896 
0.139000 	 1.149044 
0.140000 	 1.150193 
0.141000 	 1.151344 
0.142000 	 1.152495 
0.143000 	 1.153647 
0.144000 	 1.154801 
0.145000 	 1.155956 
0.146000 	 1.157112 
0.147000 	 1.158269 
0.148000 	 1.159427 
0.149000 	 1.160587 
0.150000 	 1.161747 
0.151000 	 1.162909 
0.152000 	 1.164072 
0.153000 	 1.165236 
0.154000 	 1.166401 
0.155000 	 1.167568 
0.156000 	 1.168735 
0.157000 	 1.169904 
0.158000 	 1.171074 
0.159000 	 1.172245 
0.160000 	 1.173417 
0.161000 	 1.174590 
0.162000 	 1.175765 
0.163000 	 1.176941 
0.164000 	 1.178118 
0.165000 	 1.179296 
0.166000 	 1.180475 
0.167000 	 1.181656 
0.168000 	 1.182837 
0.169000 	 1.184020 
0.170000 	 1.185204 
0.171000 	 1.186389 
0.172000 	 1.187576 
0.173000 	 1.188763 
0.174000 	 1.189952 
0.175000 	 1.191142 
0.176000 	 1.192333 
0.177000 	 1.193526 
0.178000 	 1.194719 
0.179000 	 1.195914 
0.180000 	 1.197110 
0.181000 	 1.198307 
0.182000 	 1.199505 
0.183000 	 1.200705 
0.184000 	 1.201905 
0.185000 	 1.203107 
0.186000 	 1.204310 
0.187000 	 1.205515 
0.188000 	 1.206720 
0.189000 	 1.207927 
0.190000 	 1.209135 
0.191000 	 1.210344 
0.192000 	 1.211554 
0.193000 	 1.212766 
0.194000 	 1.213979 
0.195000 	 1.215193 
0.196000 	 1.216408 
0.197000 	 1.217624 
0.198000 	 1.218842 
0.199000 	 1.220061 
0.200000 	 1.221281 
0.201000 	 1.222502 
0.202000 	 1.223724 
0.203000 	 1.224948 
0.204000 	 1.226173 
0.205000 	 1.227399 
0.206000 	 1.228627 
0.207000 	 1.229855 
0.208000 	 1.231085 
0.209000 	 1.232316 
0.210000 	 1.233549 
0.211000 	 1.234782 
0.212000 	 1.236017 
0.213000 	 1.237253 
0.214000 	 1.238490 
0.215000 	 1.239729 
0.216000 	 1.240968 
0.217000 	 1.242209 
0.218000 	 1.243452 
0.219000 	 1.244695 
0.220000 	 1.245940 
0.221000 	 1.247186 
0.222000 	 1.248433 
0.223000 	 1.249681 
0.224000 	 1.250931 
0.225000 	 1.252182 
0.226000 	 1.253434 
0.227000 	 1.254688 
0.228000 	 1.255942 
0.229000 	 1.257198 
0.230000 	 1.258455 
0.231000 	 1.259714 
0.232000 	 1.260974 
0.233000 	 1.262235 
0.234000 	 1.263497 
0.235000 	 1.264760 
0.236000 	 1.266025 
0.237000 	 1.267291 
0.238000 	 1.268558 
0.239000 	 1.269827 
0.240000 	 1.271097 
0.241000 	 1.272368 
0.242000 	 1.273640 
0.243000 	 1.274914 
0.244000 	 1.276189 
0.245000 	 1.277465 
0.246000 	 1.278742 
0.247000 	 1.280021 
0.248000 	 1.281301 
0.249000 	 1.282582 
0.250000 	 1.283865 
0.251000 	 1.285149 
0.252000 	 1.286434 
0.253000 	 1.287720 
0.254000 	 1.289008 
0.255000 	 1.290297 
0.256000 	 1.291588 
0.257000 	 1.292879 
0.258000 	 1.294172 
0.259000 	 1.295466 
0.260000 	 1.296762 
0.261000 	 1.298058 
0.262000 	 1.299356 
0.263000 	 1.300656 
0.264000 	 1.301956 
0.265000 	 1.303258 
0.266000 	 1.304562 
0.267000 	 1.305866 
0.268000 	 1.307172 
0.269000 	 1.308479 
0.270000 	 1.309788 
0.271000 	 1.311098 
0.272000 	 1.312409 
0.273000 	 1.313721 
0.274000 	 1.315035 
0.275000 	 1.316350 
0.276000 	 1.317666 
0.277000 	 1.318984 
0.278000 	 1.320303 
0.279000 	 1.321623 
0.280000 	 1.322945 
0.281000 	 1.324268 
0.282000 	 1.325592 
0.283000 	 1.326918 
0.284000 	 1.328244 
0.285000 	 1.329573 
0.286000 	 1.330902 
0.287000 	 1.332233 
0.288000 	 1.333565 
0.289000 	 1.334899 
0.290000 	 1.336234 
0.291000 	 1.337570 
0.292000 	 1.338908 
0.293000 	 1.340247 
0.294000 	 1.341587 
0.295000 	 1.342928 
0.296000 	 1.344271 
0.297000 	 1.345616 
0.298000 	 1.346961 
0.299000 	 1.348308 
0.300000 	 1.349656 
0.301000 	 1.351006 
0.302000 	 1.352357 
0.303000 	 1.353709 
0.304000 	 1.355063 
0.305000 	 1.356418 
0.306000 	 1.357775 
0.307000 	 1.359132 
0.308000 	 1.360492 
0.309000 	 1.361852 
0.310000 	 1.363214 
0.311000 	 1.364577 
0.312000 	 1.365942 
0.313000 	 1.367308 
0.314000 	 1.368675 
0.315000 	 1.370044 
0.316000 	 1.371414 
0.317000 	 1.372785 
0.318000 	 1.374158 
0.319000 	 1.375532 
0.320000 	 1.376908 
0.321000 	 1.378284 
0.322000 	 1.379663 
0.323000 	 1.381042 
0.324000 	 1.382423 
0.325000 	 1.383806 
0.326000 	 1.385190 
0.327000 	 1.386575 
0.328000 	 1.387961 
0.329000 	 1.389349 
0.330000 	 1.390739 
0.331000 	 1.392130 
0.332000 	 1.393522 
0.333000 	 1.394915 
0.334000 	 1.396310 
0.335000 	 1.397706 
